variant,scenario,contact_index,geom1_id,geom1_name,geom2_id,geom2_name,body1_name,body2_name,contact_pos_x,contact_pos_y,contact_pos_z,contact_dist,normal_force,force_x,force_y,force_z,classified_side,classified_region,is_floor_contact
simple_toe_center_heel,right_support_roll,10,0,floor,19,L_foot_contact_simple_toe_center_heel_toe,world,L_link_ankle_pitch,-0.02539504630300472,0.14016478097083587,-0.008140920234390251,-0.016281840468780503,7.638609768368911,7.638609768368911,1.0925864910666545,0.9611147185512519,left,toe,True
simple_toe_center_heel,right_support_roll,11,0,floor,19,L_foot_contact_simple_toe_center_heel_toe,world,L_link_ankle_pitch,0.008190027630170679,0.1403443174298843,-0.00863350920173903,-0.01726701840347806,4.285663387065012,4.285663387065012,3.793136288905404,0.49252709815960727,left,toe,True
duck_like_multi_patch,neutral,0,0,floor,8,R_foot_contact_duck_like_multi_patch_heel,world,R_link_ankle_pitch,-0.07104824424616339,-0.17639329221868438,-0.0003414500876842432,-0.0006829001753684864,1.2335001640020196,1.2335001640020196,0.6963122559699947,0.41415503623742,right,heel,True
duck_like_multi_patch,neutral,1,0,floor,8,R_foot_contact_duck_like_multi_patch_heel,world,R_link_ankle_pitch,-0.040262549291789795,-0.17603268508838008,-0.0007747365615761578,-0.0015494731231523156,1.3385039905441773,1.3385039905441773,0.27815327510768456,0.7254184514022193,right,heel,True
duck_like_multi_patch,neutral,2,0,floor,8,R_foot_contact_duck_like_multi_patch_heel,world,R_link_ankle_pitch,-0.07172367368261036,-0.11879725913925306,-0.00035531181048392094,-0.0007106236209678419,1.5506278417619916,1.5506278417619916,0.8096982301209047,-0.7409296116410868,right,heel,True
duck_like_multi_patch,neutral,3,0,floor,8,R_foot_contact_duck_like_multi_patch_heel,world,R_link_ankle_pitch,-0.04093797872823676,-0.11843665200894876,-0.000788598284375836,-0.001577196568751672,1.5735706600730768,1.5735706600730768,0.29437321252326143,-0.5576943826559045,right,heel,True
duck_like_multi_patch,neutral,4,0,floor,9,R_foot_contact_duck_like_multi_patch_center,world,R_link_ankle_pitch,-0.048649266951314774,-0.17693097739143498,-0.0006563749993142264,-0.0013127499986284527,1.3974183588997962,1.3974183588997962,0.4852844792693689,0.7210636663284166,right,center,True
duck_like_multi_patch,neutral,5,0,floor,9,R_foot_contact_duck_like_multi_patch_center,world,R_link_ankle_pitch,-0.012266172914327793,-0.17650480532834809,-0.0011684408320955797,-0.0023368816641911594,1.1791971444352105,1.1791971444352105,-0.40249723949858585,0.7766999049366247,right,center,True
duck_like_multi_patch,neutral,6,0,floor,9,R_foot_contact_duck_like_multi_patch_center,world,R_link_ankle_pitch,-0.04934345831655194,-0.11773505450424168,-0.0006706217699694508,-0.0013412435399389015,1.709758955314965,1.709758955314965,0.5019549705020205,-0.6684354880751802,right,center,True
duck_like_multi_patch,neutral,7,0,floor,9,R_foot_contact_duck_like_multi_patch_center,world,R_link_ankle_pitch,-0.012960364279564957,-0.11730888244115478,-0.001182687602750804,-0.002365375205501608,1.140517984096784,1.140517984096784,-0.3965897808022217,-0.2725425252496643,right,center,True
